chunk_filename,chunk_id,sections_included,section_count,original_files,word_count,act_name
crpc_chunk_20.txt,20,"382C,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",18,"crpc_section_382C.txt,crpc_section_383.txt,crpc_section_384.txt,crpc_section_385.txt,crpc_section_386.txt,crpc_section_387.txt,crpc_section_388.txt,crpc_section_389.txt,crpc_section_390.txt,crpc_section_391.txt,crpc_section_392.txt,crpc_section_393.txt,crpc_section_394.txt,crpc_section_395.txt,crpc_section_396.txt,crpc_section_397.txt,crpc_section_398.txt,crpc_section_399.txt",483,"Code of Criminal Procedure, 1898"
crpc_chunk_21.txt,21,"400,401,402,402A,402B,403,404,405,406,406A,407,408,409,410,411,411A",16,"crpc_section_400.txt,crpc_section_401.txt,crpc_section_402.txt,crpc_section_402A.txt,crpc_section_402B.txt,crpc_section_403.txt,crpc_section_404.txt,crpc_section_405.txt,crpc_section_406.txt,crpc_section_406A.txt,crpc_section_407.txt,crpc_section_408.txt,crpc_section_409.txt,crpc_section_410.txt,crpc_section_411.txt,crpc_section_411A.txt",482,"Code of Criminal Procedure, 1898"
crpc_chunk_22.txt,22,"412,413,414,415,415A,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430",20,"crpc_section_412.txt,crpc_section_413.txt,crpc_section_414.txt,crpc_section_415.txt,crpc_section_415A.txt,crpc_section_416.txt,crpc_section_417.txt,crpc_section_418.txt,crpc_section_419.txt,crpc_section_420.txt,crpc_section_421.txt,crpc_section_422.txt,crpc_section_423.txt,crpc_section_424.txt,crpc_section_425.txt,crpc_section_426.txt,crpc_section_427.txt,crpc_section_428.txt,crpc_section_429.txt,crpc_section_430.txt",491,"Code of Criminal Procedure, 1898"
crpc_chunk_23.txt,23,"431,435,436,437,438,439A,440,441,442,464,465,466,467,468,469,470,471,472",18,"crpc_section_431.txt,crpc_section_435.txt,crpc_section_436.txt,crpc_section_437.txt,crpc_section_438.txt,crpc_section_439A.txt,crpc_section_440.txt,crpc_section_441.txt,crpc_section_442.txt,crpc_section_464.txt,crpc_section_465.txt,crpc_section_466.txt,crpc_section_467.txt,crpc_section_468.txt,crpc_section_469.txt,crpc_section_470.txt,crpc_section_471.txt,crpc_section_472.txt",481,"Code of Criminal Procedure, 1898"
crpc_chunk_24.txt,24,"473,474,475,476,476A,476B,477,478,479,480,481,482,483,484,485,486,487",17,"crpc_section_473.txt,crpc_section_474.txt,crpc_section_475.txt,crpc_section_476.txt,crpc_section_476A.txt,crpc_section_476B.txt,crpc_section_477.txt,crpc_section_478.txt,crpc_section_479.txt,crpc_section_480.txt,crpc_section_481.txt,crpc_section_482.txt,crpc_section_483.txt,crpc_section_484.txt,crpc_section_485.txt,crpc_section_486.txt,crpc_section_487.txt",495,"Code of Criminal Procedure, 1898"
crpc_chunk_25.txt,25,"491,491A,492,493,494,495,496,497,498,498A,499,500,501,502,503,504,505",17,"crpc_section_491.txt,crpc_section_491A.txt,crpc_section_492.txt,crpc_section_493.txt,crpc_section_494.txt,crpc_section_495.txt,crpc_section_496.txt,crpc_section_497.txt,crpc_section_498.txt,crpc_section_498A.txt,crpc_section_499.txt,crpc_section_500.txt,crpc_section_501.txt,crpc_section_502.txt,crpc_section_503.txt,crpc_section_504.txt,crpc_section_505.txt",473,"Code of Criminal Procedure, 1898"
crpc_chunk_26.txt,26,"506,507,508,508A,509,510,511,512,513,514,514A,514B,515,516A,517,518",16,"crpc_section_506.txt,crpc_section_507.txt,crpc_section_508.txt,crpc_section_508A.txt,crpc_section_509.txt,crpc_section_510.txt,crpc_section_511.txt,crpc_section_512.txt,crpc_section_513.txt,crpc_section_514.txt,crpc_section_514A.txt,crpc_section_514B.txt,crpc_section_515.txt,crpc_section_516A.txt,crpc_section_517.txt,crpc_section_518.txt",475,"Code of Criminal Procedure, 1898"
crpc_chunk_27.txt,27,"519,520,521,522,522A,523,524,525,526,526A,527,528,529,530,531,532,533,534",18,"crpc_section_519.txt,crpc_section_520.txt,crpc_section_521.txt,crpc_section_522.txt,crpc_section_522A.txt,crpc_section_523.txt,crpc_section_524.txt,crpc_section_525.txt,crpc_section_526.txt,crpc_section_526A.txt,crpc_section_527.txt,crpc_section_528.txt,crpc_section_529.txt,crpc_section_530.txt,crpc_section_531.txt,crpc_section_532.txt,crpc_section_533.txt,crpc_section_534.txt",487,"Code of Criminal Procedure, 1898"
crpc_chunk_28.txt,28,"535,536,537,538,539,539A,539B,540,540A,541,542,543,544,544A,545,546",16,"crpc_section_535.txt,crpc_section_536.txt,crpc_section_537.txt,crpc_section_538.txt,crpc_section_539.txt,crpc_section_539A.txt,crpc_section_539B.txt,crpc_section_540.txt,crpc_section_540A.txt,crpc_section_541.txt,crpc_section_542.txt,crpc_section_543.txt,crpc_section_544.txt,crpc_section_544A.txt,crpc_section_545.txt,crpc_section_546.txt",476,"Code of Criminal Procedure, 1898"
crpc_chunk_29.txt,29,"546A,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,561A",17,"crpc_section_546A.txt,crpc_section_547.txt,crpc_section_548.txt,crpc_section_549.txt,crpc_section_550.txt,crpc_section_551.txt,crpc_section_552.txt,crpc_section_553.txt,crpc_section_554.txt,crpc_section_555.txt,crpc_section_556.txt,crpc_section_557.txt,crpc_section_558.txt,crpc_section_559.txt,crpc_section_560.txt,crpc_section_561.txt,crpc_section_561A.txt",480,"Code of Criminal Procedure, 1898"
crpc_chunk_30.txt,30,"562,563,564,565",4,"crpc_section_562.txt,crpc_section_563.txt,crpc_section_564.txt,crpc_section_565.txt",341,"Code of Criminal Procedure, 1898"
