filename,act_name,section_number,title,word_count
crpc_section_53.txt,"Code of Criminal Procedure, 1898",53,Power to seize offensive weapons,6
crpc_section_53A.txt,"Code of Criminal Procedure, 1898",53A,"Examination of person accused of rape, etc",14
crpc_section_54.txt,"Code of Criminal Procedure, 1898",54,When police may arrest without warrant,7
crpc_section_55.txt,"Code of Criminal Procedure, 1898",55,"Arrest of vagabonds, habitual robbers, etc",7
crpc_section_56.txt,"Code of Criminal Procedure, 1898",56,Procedure when police­officer deputes subordinate to arrest without warrant,10
crpc_section_57.txt,"Code of Criminal Procedure, 1898",57,Refusal to give name and residence,7
crpc_section_58.txt,"Code of Criminal Procedure, 1898",58,Pursuit of offenders into other jurisdictions,7
crpc_section_59.txt,"Code of Criminal Procedure, 1898",59,Arrest by private persons and procedure on such arrest,10
crpc_section_60.txt,"Code of Criminal Procedure, 1898",60,Person arrested to be taken before Magistrate or officer in charge of police­,15
crpc_section_61.txt,"Code of Criminal Procedure, 1898",61,Person arrested not to be detained more than twenty­four hours,11
crpc_section_62.txt,"Code of Criminal Procedure, 1898",62,Police to report apprehensions,5
crpc_section_63.txt,"Code of Criminal Procedure, 1898",63,Discharge of person apprehended,5
crpc_section_64.txt,"Code of Criminal Procedure, 1898",64,Offence committed in Magistrate's presence,6
crpc_section_65.txt,"Code of Criminal Procedure, 1898",65,Arrest by or in presence of Magistrate,8
crpc_section_66.txt,"Code of Criminal Procedure, 1898",66,"Power, on escape, to pursue and retake",8
crpc_section_67.txt,"Code of Criminal Procedure, 1898",67,"Provisions of sections 47, 48 and 49 to apply to arrests under section 66",23
crpc_section_68.txt,"Code of Criminal Procedure, 1898",68,Form of summons,8
crpc_section_69.txt,"Code of Criminal Procedure, 1898",69,Summons how served,9
crpc_section_70.txt,"Code of Criminal Procedure, 1898",70,Service when person summoned cannot be found,8
crpc_section_71.txt,"Code of Criminal Procedure, 1898",71,Procedure when service cannot be effected as before provided,10
crpc_section_72.txt,"Code of Criminal Procedure, 1898",72,"Service on servant of State, statutory body or a Company",11
crpc_section_73.txt,"Code of Criminal Procedure, 1898",73,Service of summons outside local limits,27
crpc_section_75.txt,"Code of Criminal Procedure, 1898",75,Form of warrant of arrest,11
crpc_section_76.txt,"Code of Criminal Procedure, 1898",76,Court may direct security to be taken,12
crpc_section_77.txt,"Code of Criminal Procedure, 1898",77,Warrants to whom directed,9
crpc_section_78.txt,"Code of Criminal Procedure, 1898",78,"Warrant may be directed to landholders, etc",8
crpc_section_79.txt,"Code of Criminal Procedure, 1898",79,Warrant directed to police­officer,5
crpc_section_80.txt,"Code of Criminal Procedure, 1898",80,Notification of substance of warrant,6
crpc_section_81.txt,"Code of Criminal Procedure, 1898",81,Person arrested to be brought before Court without delay,10
crpc_section_82.txt,"Code of Criminal Procedure, 1898",82,Where warrant may be executed,6
crpc_section_83.txt,"Code of Criminal Procedure, 1898",83,Warrant forwarded for execution outside jurisdiction,7
crpc_section_84.txt,"Code of Criminal Procedure, 1898",84,Warrant directed to police­officer for execution outside jurisdiction,9
crpc_section_85.txt,"Code of Criminal Procedure, 1898",85,Procedure on arrest of person against whom warrant issued,10
crpc_section_86.txt,"Code of Criminal Procedure, 1898",86,Procedure by Magistrate before whom person arrested is brought,10
crpc_section_86A.txt,"Code of Criminal Procedure, 1898",86A,Procedure for removal in custody to Tribal Areas,12
crpc_section_87.txt,"Code of Criminal Procedure, 1898",87,Proclamation for person absconding,5
crpc_section_88.txt,"Code of Criminal Procedure, 1898",88,Attachment of property of person absconding,7
crpc_section_89.txt,"Code of Criminal Procedure, 1898",89,Restoration of attached property,9
crpc_section_90.txt,"Code of Criminal Procedure, 1898",90,"Issue of warrant in lieu of, or in addition to, summons",12
crpc_section_91.txt,"Code of Criminal Procedure, 1898",91,Power to take bond for appearance,7
crpc_section_92.txt,"Code of Criminal Procedure, 1898",92,Arrest on breach of bond for appearance,8
crpc_section_93.txt,"Code of Criminal Procedure, 1898",93,Provisions of this Chapter generally applicable to summons and warrants of,36
crpc_section_93A.txt,"Code of Criminal Procedure, 1898",93A,Sending of summons for service outside Pakistan,8
crpc_section_93B.txt,"Code of Criminal Procedure, 1898",93B,Sending of warrants for execution outside Pakistan,8
crpc_section_93C.txt,"Code of Criminal Procedure, 1898",93C,Service and execution in Pakistan of processes received from outside Pakistan,37
crpc_section_94.txt,"Code of Criminal Procedure, 1898",94,Summons to produce document or other thing,8
crpc_section_95.txt,"Code of Criminal Procedure, 1898",95,Procedure as to letters and telegrams,9
crpc_section_96.txt,"Code of Criminal Procedure, 1898",96,When search­warrant may be issued,6
crpc_section_97.txt,"Code of Criminal Procedure, 1898",97,Power to restrict warrant,5
crpc_section_98.txt,"Code of Criminal Procedure, 1898",98,"Search of house suspected to contain stolen property, forged documents, etc",12
crpc_section_99.txt,"Code of Criminal Procedure, 1898",99,Disposal of things found in search beyond jurisdiction,9
crpc_section_99A.txt,"Code of Criminal Procedure, 1898",99A,Power to declare certain publications forfeited and to issue search­warrants for,29
crpc_section_99C.txt,"Code of Criminal Procedure, 1898",99C,[Omitted,2
crpc_section_99D.txt,"Code of Criminal Procedure, 1898",99D,Order of High Court setting aside forfeiture,8
crpc_section_99E.txt,"Code of Criminal Procedure, 1898",99E,Evidence to prove nature or tendency of newspapers,9
crpc_section_99F.txt,"Code of Criminal Procedure, 1898",99F,Procedure in High Court,5
crpc_section_99G.txt,"Code of Criminal Procedure, 1898",99G,Jurisdiction barred,8
crpc_section_100.txt,"Code of Criminal Procedure, 1898",100,Search for persons wrongfully confined,11
crpc_section_101.txt,"Code of Criminal Procedure, 1898",101,"Direction, etc",5
crpc_section_102.txt,"Code of Criminal Procedure, 1898",102,Persons in charge of closed place to allow search,10
crpc_section_103.txt,"Code of Criminal Procedure, 1898",103,Search to be made in presence of witnesses,16
crpc_section_104.txt,"Code of Criminal Procedure, 1898",104,"Power to impound document, etc",7
crpc_section_105.txt,"Code of Criminal Procedure, 1898",105,Magistrate may direct search in his presence,32
crpc_section_106.txt,"Code of Criminal Procedure, 1898",106,Security for keeping the peace on conviction,21
crpc_section_107.txt,"Code of Criminal Procedure, 1898",107,Security for keeping the peace in other cases,19
crpc_section_108.txt,"Code of Criminal Procedure, 1898",108,Security for good behaviour from persons disseminating seditious matter,10
crpc_section_109.txt,"Code of Criminal Procedure, 1898",109,Security for good behaviour from vagrants and suspected persons,10
crpc_section_110.txt,"Code of Criminal Procedure, 1898",110,Security for good behaviour from habitual offenders,8
crpc_section_111.txt,"Code of Criminal Procedure, 1898",111,[Repealed,2
crpc_section_112.txt,"Code of Criminal Procedure, 1898",112,Order to be made,5
crpc_section_113.txt,"Code of Criminal Procedure, 1898",113,Procedure in respect of person present in court,9
crpc_section_114.txt,"Code of Criminal Procedure, 1898",114,Summons or warrant in case of person not so present,11
crpc_section_115.txt,"Code of Criminal Procedure, 1898",115,Copy of order under section 112 to accompany summons or warrant,12
crpc_section_116.txt,"Code of Criminal Procedure, 1898",116,Power to dispense with personal attendance,7
crpc_section_117.txt,"Code of Criminal Procedure, 1898",117,Inquiry as to truth of information,7
crpc_section_118.txt,"Code of Criminal Procedure, 1898",118,Order to give security,5
crpc_section_119.txt,"Code of Criminal Procedure, 1898",119,Discharge of person informed against,16
crpc_section_120.txt,"Code of Criminal Procedure, 1898",120,Commencement of period for which security is required,9
crpc_section_121.txt,"Code of Criminal Procedure, 1898",121,Contents of bond,4
crpc_section_122.txt,"Code of Criminal Procedure, 1898",122,Power to reject sureties,5
crpc_section_123.txt,"Code of Criminal Procedure, 1898",123,Imprisonment in default of security,21
crpc_section_124.txt,"Code of Criminal Procedure, 1898",124,Power to release persons imprisoned for failing to give security,31
crpc_section_126.txt,"Code of Criminal Procedure, 1898",126,Discharge of sureties,4
crpc_section_126A.txt,"Code of Criminal Procedure, 1898",126A,Security for unexpired period of bond,11
crpc_section_127.txt,"Code of Criminal Procedure, 1898",127,Assembly to disperse on command of Magistrate or police­officer,10
crpc_section_128.txt,"Code of Criminal Procedure, 1898",128,Use of civil force to disperse,7
crpc_section_129.txt,"Code of Criminal Procedure, 1898",129,Use of military force,5
crpc_section_130.txt,"Code of Criminal Procedure, 1898",130,Duty of officer commanding troops required by Magistrate to disperse assembly,12
crpc_section_131.txt,"Code of Criminal Procedure, 1898",131,Power of commissioned military officers to disperse assembly,9
crpc_section_131A.txt,"Code of Criminal Procedure, 1898",131A,Power to use military force for public Security and maintenance of law and,15
crpc_section_132.txt,"Code of Criminal Procedure, 1898",132,Protection against prosecution for acts done under this chapter,10
crpc_section_132A.txt,"Code of Criminal Procedure, 1898",132A,Definitions,6
crpc_section_133.txt,"Code of Criminal Procedure, 1898",133,Conditional order for removal of nuisance,7
crpc_section_134.txt,"Code of Criminal Procedure, 1898",134,Service or notification of order,6
crpc_section_135.txt,"Code of Criminal Procedure, 1898",135,Person to whom order is addressed to obey or show cause or claim jury,15
crpc_section_136.txt,"Code of Criminal Procedure, 1898",136,Consequence of his failing to do so,8
crpc_section_137.txt,"Code of Criminal Procedure, 1898",137,Procedure where he appears to show cause,8
crpc_section_138.txt,"Code of Criminal Procedure, 1898",138,Procedure when he claims jury,6
crpc_section_139.txt,"Code of Criminal Procedure, 1898",139,Procedure where jury finds Magistrate's order to be reasonable,10
crpc_section_139A.txt,"Code of Criminal Procedure, 1898",139A,Procedure where existence of public right is denied,9
crpc_section_140.txt,"Code of Criminal Procedure, 1898",140,Procedure on order being made absolute,12
crpc_section_141.txt,"Code of Criminal Procedure, 1898",141,Procedure on failure to appoint jury or omission to return verdict,12
crpc_section_142.txt,"Code of Criminal Procedure, 1898",142,Injunction pending inquiry,4
crpc_section_143.txt,"Code of Criminal Procedure, 1898",143,Magistrate may prohibit repetition or continuance of public nuisance,22
crpc_section_144.txt,"Code of Criminal Procedure, 1898",144,Power to issue order absolute at once in urgent cases of nuisance or,23
crpc_section_145.txt,"Code of Criminal Procedure, 1898",145,"Procedure where dispute concerning land, etc, is likely to cause breach of",27
crpc_section_146.txt,"Code of Criminal Procedure, 1898",146,Power to attach subject of dispute,7
crpc_section_147.txt,"Code of Criminal Procedure, 1898",147,"Disputes concerning rights of use of immovable property, etc",10
crpc_section_148.txt,"Code of Criminal Procedure, 1898",148,Local inquiry,14
crpc_section_149.txt,"Code of Criminal Procedure, 1898",149,Police to prevent cognizable offences,6
crpc_section_150.txt,"Code of Criminal Procedure, 1898",150,Information of design to commit such offences,8
crpc_section_151.txt,"Code of Criminal Procedure, 1898",151,Arrest to prevent such offences,17
crpc_section_153.txt,"Code of Criminal Procedure, 1898",153,Inspection of weights and measures,19
crpc_section_154.txt,"Code of Criminal Procedure, 1898",154,Information in cognizable cases,5
crpc_section_155.txt,"Code of Criminal Procedure, 1898",155,Information in non­cognizable cases,9
crpc_section_156.txt,"Code of Criminal Procedure, 1898",156,Investigation into cognizable cases,5
crpc_section_156A.txt,"Code of Criminal Procedure, 1898",156A,"Investigation of offence under section 295C, Pakistan Penal Code",10
crpc_section_156B.txt,"Code of Criminal Procedure, 1898",156B,Investigation against a women accused of the offence of zina,11
crpc_section_157.txt,"Code of Criminal Procedure, 1898",157,Procedure where cognizable offence suspected,21
crpc_section_158.txt,"Code of Criminal Procedure, 1898",158,Reports under section 157 how submitted,7
crpc_section_159.txt,"Code of Criminal Procedure, 1898",159,Power to hold investigation or preliminary inquiry,8
crpc_section_160.txt,"Code of Criminal Procedure, 1898",160,Police­officer's power to require attendance of witnesses,8
crpc_section_161.txt,"Code of Criminal Procedure, 1898",161,Examination of witnesses by police,6
crpc_section_161A.txt,"Code of Criminal Procedure, 1898",161A,"Legal representation of victim of rape, etc",8
crpc_section_162.txt,"Code of Criminal Procedure, 1898",162,"Statement to police not to be signed, use of such statements in evidence",14
crpc_section_163.txt,"Code of Criminal Procedure, 1898",163,No inducement to be offered,6
crpc_section_164.txt,"Code of Criminal Procedure, 1898",164,Power to record statements and confessions,7
crpc_section_164A.txt,"Code of Criminal Procedure, 1898",164A,"Medical examination of victim of rape, etc",8
crpc_section_164B.txt,"Code of Criminal Procedure, 1898",164B,DNA test,3
crpc_section_165.txt,"Code of Criminal Procedure, 1898",165,Search by police­officer,4
crpc_section_166.txt,"Code of Criminal Procedure, 1898",166,When officer incharge of police station may require another to issue search,14
crpc_section_167.txt,"Code of Criminal Procedure, 1898",167,Procedure when investigation cannot be completed in twenty­four hours,10
crpc_section_168.txt,"Code of Criminal Procedure, 1898",168,Report of investigation by subordinate police­officer,7
crpc_section_169.txt,"Code of Criminal Procedure, 1898",169,Release of accused when evidence deficient,7
crpc_section_170.txt,"Code of Criminal Procedure, 1898",170,Case to be sent to magistrate when evidence is sufficient,11
crpc_section_171.txt,"Code of Criminal Procedure, 1898",171,Complaints and witnesses not to be required to accompany police­officer,29
crpc_section_172.txt,"Code of Criminal Procedure, 1898",172,Diary of proceedings in investigation,6
crpc_section_173.txt,"Code of Criminal Procedure, 1898",173,Report of police­officer,4
crpc_section_174.txt,"Code of Criminal Procedure, 1898",174,"Police to inquire and report on suicide, etc",9
crpc_section_175.txt,"Code of Criminal Procedure, 1898",175,Power to summon persons,5
crpc_section_176.txt,"Code of Criminal Procedure, 1898",176,Inquiry by magistrate into cause of death,35
crpc_section_177.txt,"Code of Criminal Procedure, 1898",177,Ordinary place of inquiry and trial,23
crpc_section_179.txt,"Code of Criminal Procedure, 1898",179,Accused triable in district where act is done or where consequence ensues,28
crpc_section_181.txt,"Code of Criminal Procedure, 1898",181,"Being a thug or belonging to a gang of dacoits, escape from custody, etc",26
crpc_section_182.txt,"Code of Criminal Procedure, 1898",182,Place of inquiry or trial where scene of offence is uncertain or not in one district,28
crpc_section_183.txt,"Code of Criminal Procedure, 1898",183,Offence committed on a journey,6
crpc_section_184.txt,"Code of Criminal Procedure, 1898",184,[Repealed,2
crpc_section_185.txt,"Code of Criminal Procedure, 1898",185,"High Court to decide, in case of doubt, district where inquiry or trial shall take",17
crpc_section_186.txt,"Code of Criminal Procedure, 1898",186,Power to issue summons or warrant for offence committed beyond local,17
crpc_section_187.txt,"Code of Criminal Procedure, 1898",187,Procedure where warrant issued by subordinate Magistrate,8
crpc_section_188.txt,"Code of Criminal Procedure, 1898",188,Liability for offences committed outside Pakistan,16
crpc_section_189.txt,"Code of Criminal Procedure, 1898",189,Power to direct copies of depositions and exhibits to be received in evidence,20
crpc_section_190.txt,"Code of Criminal Procedure, 1898",190,Cognizance of offences by Magistrates,6
crpc_section_191.txt,"Code of Criminal Procedure, 1898",191,Transfer or commitment on application of accused,8
crpc_section_192.txt,"Code of Criminal Procedure, 1898",192,Transfer of cases by Magistrates,6
crpc_section_193.txt,"Code of Criminal Procedure, 1898",193,Cognizance of offences by Courts of Session,8
crpc_section_194.txt,"Code of Criminal Procedure, 1898",194,Cognizance of offences by High Court,7
crpc_section_195.txt,"Code of Criminal Procedure, 1898",195,Prosecution for contempt of lawful authority of public servants,27
crpc_section_196.txt,"Code of Criminal Procedure, 1898",196,Prosecution for offences against the state,7
crpc_section_196A.txt,"Code of Criminal Procedure, 1898",196A,Prosecution for certain classes of criminal conspiracy,8
crpc_section_196B.txt,"Code of Criminal Procedure, 1898",196B,Preliminary inquiry in certain cases,6
crpc_section_197.txt,"Code of Criminal Procedure, 1898",197,Prosecution of judges and public servants,15
crpc_section_198.txt,"Code of Criminal Procedure, 1898",198,"Prosecution for breach of contract, defamation and offences against marriage",11
crpc_section_198A.txt,"Code of Criminal Procedure, 1898",198A,Prosecution for defamation against public servants in respect of their conduct in,18
crpc_section_199.txt,"Code of Criminal Procedure, 1898",199,Prosecution for adultery or enticing a married woman,9
crpc_section_199A.txt,"Code of Criminal Procedure, 1898",199A,Objection by lawful guardian to complaint by person other than person,13
crpc_section_199B.txt,"Code of Criminal Procedure, 1898",199B,Form of authorisation under second proviso to section 198 or 199,18
crpc_section_200.txt,"Code of Criminal Procedure, 1898",200,Examination of complainant,4
crpc_section_201.txt,"Code of Criminal Procedure, 1898",201,Procedure by Magistrate not competent to take cognizance of the case,12
crpc_section_202.txt,"Code of Criminal Procedure, 1898",202,Postponement of issue of process,6
crpc_section_203.txt,"Code of Criminal Procedure, 1898",203,Dismissal of complaints,21
crpc_section_205.txt,"Code of Criminal Procedure, 1898",205,Magistrate may dispense with personal attendance of accused,20
crpc_section_221.txt,"Code of Criminal Procedure, 1898",221,Charge to state offence,33
crpc_section_222.txt,"Code of Criminal Procedure, 1898",222,"Particulars as to time, place and person",8
crpc_section_223.txt,"Code of Criminal Procedure, 1898",223,When manner of committing offence must be stated,9
crpc_section_224.txt,"Code of Criminal Procedure, 1898",224,Words in charge taken in sense of law under which offence is punishable,14
crpc_section_225.txt,"Code of Criminal Procedure, 1898",225,Effect of errors,4
crpc_section_226.txt,"Code of Criminal Procedure, 1898",226,[Omitted,2
crpc_section_227.txt,"Code of Criminal Procedure, 1898",227,Court may alter charge,5
crpc_section_228.txt,"Code of Criminal Procedure, 1898",228,When trial may proceed immediately after alteration,8
crpc_section_229.txt,"Code of Criminal Procedure, 1898",229,"When new trial may be directed, or trial suspended",10
crpc_section_230.txt,"Code of Criminal Procedure, 1898",230,Stay of proceedings if prosecution of offence in altered charge require previous,14
crpc_section_231.txt,"Code of Criminal Procedure, 1898",231,Recall of witnesses which charge altered,7
crpc_section_232.txt,"Code of Criminal Procedure, 1898",232,Effect of material error,8
crpc_section_233.txt,"Code of Criminal Procedure, 1898",233,Separate charged for distinct offences,6
crpc_section_234.txt,"Code of Criminal Procedure, 1898",234,Three offences of same kind within year may be charged together,12
crpc_section_235.txt,"Code of Criminal Procedure, 1898",235,Trial for more than one offence,23
crpc_section_236.txt,"Code of Criminal Procedure, 1898",236,When it is doubtful what offence has been committed,10
crpc_section_237.txt,"Code of Criminal Procedure, 1898",237,"When a person is charged with one offence, he can be convicted of another",15
crpc_section_238.txt,"Code of Criminal Procedure, 1898",238,When offence proved included in offence charged,8
crpc_section_239.txt,"Code of Criminal Procedure, 1898",239,What persons may be charged jointly,7
crpc_section_241.txt,"Code of Criminal Procedure, 1898",241,Procedure in trial of cases,6
crpc_section_241A.txt,"Code of Criminal Procedure, 1898",241A,Supply of statements and documents to the accused,9
crpc_section_242.txt,"Code of Criminal Procedure, 1898",242,Charge to be framed,5
crpc_section_243.txt,"Code of Criminal Procedure, 1898",243,Conviction on admission of truth of accusation,8
crpc_section_244.txt,"Code of Criminal Procedure, 1898",244,Procedure when no such admission is made,8
crpc_section_244A.txt,"Code of Criminal Procedure, 1898",244A,Statement made under section 164,6
crpc_section_245.txt,"Code of Criminal Procedure, 1898",245,Acquittal,3
crpc_section_245A.txt,"Code of Criminal Procedure, 1898",245A,Procedure in cases of previous convictions,7
crpc_section_246.txt,"Code of Criminal Procedure, 1898",246,[Omitted,2
crpc_section_247.txt,"Code of Criminal Procedure, 1898",247,Non­appearance of complainant,12
crpc_section_249.txt,"Code of Criminal Procedure, 1898",249,Power to stop proceeding when no complaint,8
crpc_section_249A.txt,"Code of Criminal Procedure, 1898",249A,Power of magistrate to acquit accused at any stage,17
crpc_section_250.txt,"Code of Criminal Procedure, 1898",250,"False, frivolous or vexatious accusations",14
crpc_section_260.txt,"Code of Criminal Procedure, 1898",260,Power to try summarily,5
crpc_section_261.txt,"Code of Criminal Procedure, 1898",261,Power to invest Bench of Magistrates invested with less powers,11
crpc_section_262.txt,"Code of Criminal Procedure, 1898",262,Procedure prescribed in Chapter XX applicable,10
crpc_section_263.txt,"Code of Criminal Procedure, 1898",263,Record in cases where there is no appeal,9
crpc_section_264.txt,"Code of Criminal Procedure, 1898",264,Record in appealable cases,5
crpc_section_265.txt,"Code of Criminal Procedure, 1898",265,Language of record and judgment,23
crpc_section_265A.txt,"Code of Criminal Procedure, 1898",265A,Trials before Court of Session to by conducted by Public Prosecutor,12
crpc_section_265B.txt,"Code of Criminal Procedure, 1898",265B,Procedure in cases triable by High Courts and Courts of Session,12
crpc_section_265C.txt,"Code of Criminal Procedure, 1898",265C,Supply of Statements and documents to the accused,9
crpc_section_265D.txt,"Code of Criminal Procedure, 1898",265D,When charge to be framed,6
crpc_section_265E.txt,"Code of Criminal Procedure, 1898",265E,Plea,2
crpc_section_265F.txt,"Code of Criminal Procedure, 1898",265F,Evidence for prosecution,4
crpc_section_265G.txt,"Code of Criminal Procedure, 1898",265G,Summoning up by prosecutor and defence,7
crpc_section_265H.txt,"Code of Criminal Procedure, 1898",265H,Acquittal or conviction,4
crpc_section_265I.txt,"Code of Criminal Procedure, 1898",265I,Procedure in case of previous conviction,7
crpc_section_265J.txt,"Code of Criminal Procedure, 1898",265J,Statement under section 164 admissible,6
crpc_section_265K.txt,"Code of Criminal Procedure, 1898",265K,Power of Court to acquit accused at any stage,10
crpc_section_265L.txt,"Code of Criminal Procedure, 1898",265L,Power of Advocate General to stay prosecution,8
crpc_section_265M.txt,"Code of Criminal Procedure, 1898",265M,Time of holding sittings,5
crpc_section_265N.txt,"Code of Criminal Procedure, 1898",265N,Place of holding sittings,19
crpc_section_337.txt,"Code of Criminal Procedure, 1898",337,Tender of pardon to accomplice,6
crpc_section_338.txt,"Code of Criminal Procedure, 1898",338,Power to grant or tender of pardon,8
crpc_section_339.txt,"Code of Criminal Procedure, 1898",339,Commitment of person to whom pardon has been tendered,10
crpc_section_339A.txt,"Code of Criminal Procedure, 1898",339A,Procedure in trial of person under section 339,9
crpc_section_340.txt,"Code of Criminal Procedure, 1898",340,Right of person against whom proceedings are instituted to be defended and his,19
crpc_section_341.txt,"Code of Criminal Procedure, 1898",341,Procedure where accused does not understand proceedings,8
crpc_section_342.txt,"Code of Criminal Procedure, 1898",342,Power to examine the accused,19
crpc_section_344.txt,"Code of Criminal Procedure, 1898",344,Power to postpone or adjourn proceedings,12
crpc_section_344A.txt,"Code of Criminal Procedure, 1898",344A,Conclusion of trial,4
crpc_section_345.txt,"Code of Criminal Procedure, 1898",345,Compounding offences,3
crpc_section_346.txt,"Code of Criminal Procedure, 1898",346,Procedure of magistrate in cases which he cannot dispose of,11
crpc_section_347.txt,"Code of Criminal Procedure, 1898",347,"Procedure when after commencement of trial, Magistrate finds case should be",20
crpc_section_348.txt,"Code of Criminal Procedure, 1898",348,"Trial of persons previously convicted of offences against coinage, stamp­law or",13
crpc_section_349.txt,"Code of Criminal Procedure, 1898",349,Procedure when magistrate cannot pass sentence sufficiently severe,9
crpc_section_350.txt,"Code of Criminal Procedure, 1898",350,Conviction or evidence partly recorded by one presiding officer and partly by,14
crpc_section_350A.txt,"Code of Criminal Procedure, 1898",350A,Changes in constitution of Benches,6
crpc_section_351.txt,"Code of Criminal Procedure, 1898",351,Detention of offenders attending Court,6
crpc_section_352.txt,"Code of Criminal Procedure, 1898",352,Courts to be open,19
crpc_section_353.txt,"Code of Criminal Procedure, 1898",353,Evidence to be taken in presence of accused,9
crpc_section_354.txt,"Code of Criminal Procedure, 1898",354,Manner of recording evidence,5
crpc_section_355.txt,"Code of Criminal Procedure, 1898",355,Record in trials of certain cases by first and second class Magistrates,34
crpc_section_357.txt,"Code of Criminal Procedure, 1898",357,Language of record of evidence,6
crpc_section_358.txt,"Code of Criminal Procedure, 1898",358,Option to Magistrate in cases under section 355,9
crpc_section_359.txt,"Code of Criminal Procedure, 1898",359,Mode of recording evidence under section 356 or section 357,11
crpc_section_360.txt,"Code of Criminal Procedure, 1898",360,Procedure in regard to such evidence when completed,9
crpc_section_361.txt,"Code of Criminal Procedure, 1898",361,Interpretation of evidence to accused or his pleader,9
